"","local_cloaking_0_15","local_cloaking_1_15","local_cloaking_2_15","local_cloaking_3_15","local_cloaking_4_15","local_cloaking_5_15","local_cloaking_6_15","local_cloaking_7_15","local_cloaking_8_15","local_cloaking_9_15","local_cloaking_10_15","local_cloaking_11_15","local_cloaking_12_15","local_cloaking_13_15","local_cloaking_14_15","local_cloaking_15_15","local_cloaking_16_15","local_cloaking_17_15","local_cloaking_18_15","local_cloaking_19_15","local_cloaking_20_15","local_cloaking_21_15","local_cloaking_22_15","local_cloaking_23_15","local_cloaking_24_15"
"1012",42,49,18,15,1,103,4,207,53,3,25,20,7,2,590,24,103,2,81,297,1,8,35,13,28
"1013",2,36,2,25,0,23,7,2,3,2,6,23,10,29,14,67,3,8,9,42,113,3,18,77,106
"1014",296,1,12,20,6,5,13,0,11,31,0,3,1,3,3,65,66,2,40,108,1,9,4,74,9
"1015",9,115,14,21,8,36,6,7,13,15,9,51,6,11,12,13,29,1495,1,8,3,13,5,2,1
"1016",110,8,138,100,135,35,25,55,196,5,75,3,17,2,35,580,5,37,57,129,29,6,6,21,7
"1017",30,0,8,15,1,1,31,94,12,111,13,6,237,14,181,183,36,281,390,4,26,33,9,28,57
"1018",3,6,4,38,11,9,13,1,27,4,24,10,13,1,70,1,13,4,45,32,2,1,3,6,0
"1019",43,24,11,3,10,21,50,258,41,1,9,3,55,8,43,19,86,192,368,26,24,219,1,184,480
"1020",25,6,16,1,39,11,21,16,11,3,145,89,7,9,32,3,9,9,108,83,21,6,3,804,19
"1021",3,1,10,0,0,1,1,1,2,2,1,2,0,1,1,1,5,2,1,3,1,1,1,1,1
"1022",305,10,4,122,2,2,1,3,6,1,228,6,8,74,12,18,143,46,36,6,51,8,2,104,257
"1023",5,11,3,24,45,7,52,6,10,13,27,9,11,4,2,4,89,6,16,14,37,5,17,28,4
"1024",76,4,26,3,20,3,8,89,14,11,35,14,14,5,1,1,3,0,49,7,29,13,17,2,70
"1025",127,127,1,4,14,366,27,22,367,30,69,34,273,1,619,5,57,15,268,24,8,11,56,12,3
"1026",1,10,0,17,4,2,33,11,22,11,9,15,17,11,10,1,7,8,2,140,2,16,4,13,37
"1027",13,2,15,110,15,10,229,16,2,20,23,90,21,52,16,91,0,17,21,14,3,1,7,1,14
"1028",10,26,1,17,3,1,1,203,26,4,9,8,23,2,3,3,10,3,36,10,37,43,3,3,2
"1029",2,1,7,20,39,88,66,34,5,150,38,34,4,11,2,39,7,59,11,16,504,82,65,2,82
"1030",17,17,13,9,3,39,0,5,33,39,4,5,4,6,22,26,18,64,8,2,36,25,33,16,15
"1031",206,32,1,13,1,2,7,279,71,4,1,12,11,70,8,2,30,2,3,65,151,3,218,115,8
"1032",36,2,2,10,41,2,6,13,23,2,30,19,27,30,18,19,2,16,10,3,20,13,13,11,17
"1033",176,68,5,44,98,137,23,54,1355,3,9,510,9,30,1,15,108,11,138,9,8,454,132,12,295
"1034",11,14,4,35,2,18,153,2132,38,10,149,42,14,108,35,36,58,23,21,572,24,22,42,43,58
"1035",11,13,79,882,75,2,27,26,14,11,27,20,115,910,70,19,12,15,19,14,7,15,2,257,5
"1036",1,2,101,0,51,5,144,0,13,4,8,71,5,15,49,4,5,1,3,30,19,3,11,1,8
"1037",45,16,85,6,26,19,17,53,20,16,182,6,16,5,38,30,29,1,28,5,2,5,6,97,29
"1038",107,82,7,30,2,40,40,1,48,1,156,0,1,1,1,32,56,183,8,58,0,96,5,56,3
"1039",1,6,5,10,0,16,9,1,21,26,10,1,488,11,41,3,20,5,7,1,10,3,71,34,3
"1040",2,23,10,536,2,0,114,1,0,12,21,3,2,3,37,7,5,11,13,159,12,1,156,2,0
"1041",0,257,6,7,13,156,0,17,136,57,9,25,10,1,21,14,17,12,98,48,43,3,154,22,19
"1042",18,10,13,4,7,18,18,7,30,10,1,42,42,29,41,42,143,1,19,22,21,5,13,2,32
"1043",8,7,14,12,102,9,4,8,4,19,50,79,385,4,31,3,14,12,65,4,2,10,121,8,4
"1044",24,28,1,3,12,44,9,3,3,3,5,1,16,1,1,20,1,17,1,17,2,8,18,3,7
"1045",1,3,40,2,1,1,43,101,14,46,56,2,25,26,70,93,9,0,54,2,13,2,25,11,32
"1046",134,0,34,3,109,7,1,37,24,5,23,24,3,517,73,4,4,2,2,18,40,9,21,32,223
"1047",4,1,5,6,2,2,1,5,0,5,2,10,1,0,5,3,1,0,2,16,0,1,1,7,3
"1048",19,17,38,20,5,61,19,63,43,1,2,20,1,1,44,1,1,2,9,2,4,0,4,0,18
"1049",10,25,36,2,38,96,5,3,8,40,11,41,2,6,6,26,3,5,5,27,10,49,2,14,103
"1050",1,1,93,6,1,1,1,112,10,41,6,1,5,20,2,13,1,54,6,309,0,179,6,24,45
"1051",1,6,31,10,20,20,16,18,17,27,29,29,43,17,6,50,3,17,74,69,11,14,1,43,162
"1052",48,3,2,15,2,6,1,112,23,5,27,0,2,1,25,60,68,1,45,9,4,31,78,2,33
"1053",4,5,1,2,7,4,0,18,6,1,17,8,14,10,8,14,15,4,29,3,5,28,3,11,3
"1054",6,51,12,1,6,25,72,95,6,51,7,5,2,5,12,1,39,164,83,4,3,5,87,99,26
"1055",35,29,16,21,26,13,4,86,1,19,67,44,220,17,9,2,5,6,3,32,45,1,1,17,66
"1056",41,23,17,18,35,49,17,13,10,4,41,7,0,33,1,11,1,6,2,31,26,43,60,12,10
"1057",1,4,22,4,6,3,4,2,23,16,10,26,2,8,15,9,3,23,62,28,18,4,29,70,6
"1058",62,5,40,18,5,55,71,4,4,70,4,102,23,48,5,21,27,23,6,65,2,4,27,8,25
"1059",24,28,2,7,20,18,14,10,16,7,11,7,19,1,486,0,8,18,18,14,45,7,19,9,16
"1060",9,14,110,2,48,1,32,4,3,138,7,1,1,5,1,1,1,9,1,2,7,28,25,24,35
"1061",41,12,186,103,102,205,10,135,161,488,3,1,11,21,48,32,750,22,27,135,443,5,7,65,16
"1062",7,2,12,5,2,7,8,1,11,2,36,17,8,12,16,9,0,3,1,7,6,2,8,1,5
"1063",89,5,1,49,5,4,5,10,27,9,1,2,1,1,5,1,41,4,8,11,6,14,217,11,10
"1064",17,1,0,1,2,0,3,22,2,1,9,69,1,6,0,2,2,1,3,4,6,2,1,1,2
"1065",3,6,19,20,3,4,33,0,3,1,2,11,3,2,4,3,0,6,3,5,1,1,3,0,1
"1066",2,2,1,25,1,608,2,90,132,39,7,2,110,47,113,1,3,3,2,101,35,100,0,3,3
"1067",16,17,6,6,0,0,3,0,1,13,71,28,0,3,9,1,2,24,133,27,10,9,1,13,4
"1068",72,9,10,89,0,29,2,35,3,14,9,91,3,285,1,6,1,3,3,1,1,10,52,433,1
"1069",3,262,1,2,3,2,65,1,101,14,4,0,585,27,1,11,43,106,84,29,42,1,26,76,6
"1070",9,12,9,6,25,17,18,1819,4,1,3,0,22,16,1,3,31,1,2,1,17,19,1,2,10
"1071",0,32,3,32,10,15,180,32,36,54,34,114,3,35,1341,4,57,202,20,31,12,54,26,17,8
"1072",21,12,5,7,5,0,2,132,2,10,2,124,1,6,28,0,11,3,11,37,71,107,1,1,27
"1073",55,8,15,1,4,303,186,8,3,3,7,131,3,2,18,5,2,2,83,0,7,0,2,22,102
"1074",39,98,39,72,2,19,53,9,32,19,111,4,58,43,45,76,33,24,16,35,265,9,36,35,8
"1075",3,19,5,6,30,14,39,10,2,14,8,159,1,0,1,56,2,2,1,24,0,4,2,19,1
"1076",45,14,82,23,2,0,5,18,2,9,110,21,2,1,34,35,57,90,2,198,6,10,1,5,2
"1077",55,17,12,19,17,5,86,89,12,2,58,5,160,51,4,61,86,15,6,3,18,27,25,152,42
"1078",21,27,14,31,19,31,30,20,14,29,38,3,39,51,59,27,115,16,55,2,30,111,37,2,20
"1079",34,21,12,28,23,3,4,9,55,2,19,30,3,4,3,8,82,5,5,7,44,1,10,68,16
"1080",5,1,12,21,3,24,19,7,2,5,2,10,2,1,20,14,19,9,8,2,3,4,1,1,40
"1081",9,296,10,12,37,4,4,2,76,9,1,14,25,26,17,26,88,24,46,11,131,8,57,14,3
"1082",29,32,143,81,84,66,3,232,18,8,228,9,1,311,7,63,133,108,80,181,114,711,433,89,2
"1083",45,55,11,15,11,1,22,1,34,8,3,1,504,84,11,12,140,17,30,3,11,27,12,4,44
"1084",7,5,17,2,16,1,6,45,2,25,27,2,3,25,24,32,2,48,20,1,46,157,4,174,4
"1085",2,1,1,9,0,12,2,1,1,32,7,1,2,12,7,14,18,1,4,1,18,1,1,2,3
"1086",4,2,61,71,10,2,7,50,22,9,17,99,146,11,5,6,328,17,11,16,1,2,4,112,9
"1087",1,34,17,1,0,5,19,9,2,7,81,2,2,1,66,18,22,15,22,2,14,9,51,1,1
"1088",85,107,0,38,2,29,7,41,62,125,48,17,3,15,6,8,1,0,4,38,12,21,2,2,54
"1089",1,44,822,37,81,254,40,46,26,20,2,8,13,13,28,85,13,0,78,1,264,3,4,104,53
"1090",24,3,18,33,24,1,2,67,65,10,228,3,6,2,66,36,15,116,8,17,2,11,12,111,71
"1091",14,1,11,38,2,8,98,6,2,11,2,9,3,42,3,45,20,76,192,2,121,1,15,134,14
"1092",75,44,7,245,3,123,52,118,1,16,50,17,95,104,8,122,13,52,18,2,27,80,54,30,93
"1093",0,61,6,7,20,8,11,17,6,35,23,35,9,15,3,16,9,17,44,15,39,721,49,54,7
"1094",53,86,49,5,173,27,31,17,120,142,16,6,136,5,15,10,66,9,1,1,1,228,103,10,41
"1095",32,21,2,2,0,1,9,0,0,10,5,30,6,2,0,1,2,109,3,14,15,15,3,11,1
"1096",45,22,11,16,16,54,1,12,33,1,0,129,1,60,26,401,54,25,39,52,18,1,1,74,6
"1097",10,7,56,24,14,15,6,60,5,159,342,39,202,69,0,2,105,17,143,3,20,4,12,8,4
"1098",15,3,13,4,1,10,6,38,12,4,10,290,5,3,3,9,3,136,8,4,1,42,25,23,0
"1099",22,0,53,220,313,33,32,392,25,253,70,146,47,49,315,435,5,232,110,45,88,71,3,16,3
"1100",151,25,136,104,132,65,2,10,47,126,50,200,19,26,9,57,0,15,36,1,12,89,5,40,5
"1101",12,1,0,131,2,3,232,0,9,42,51,7,164,67,5,1,20,41,11,3,18,13,2,17,1
"1102",51,14,5,6,11,9,8,1,4,1,7,9,13,2,5,2,10,10,3,1,3,9,1,40,19
"1103",17,11,7,5,56,23,21,76,38,169,26,5,6,0,2,221,3,66,19,61,17,1,1,0,21
"1104",26,40,3,61,196,37,33,20,6,56,6,152,11,49,9,13,3,7,41,36,16,31,159,356,28
"1105",2,6,5,1,59,53,11,3,5,11,6,6,37,8,9,5,6,9,0,67,46,11,6,5,18
"1106",15,10,12,1,14,2,0,3,1,1,4,14,17,57,7,5,10,4,1,1,38,19,7,10,5
"1107",6,18,5,33,2,4,53,14,5,16,20,2,2,19,70,37,29,24,16,7,5,10,53,22,8
"1108",29,31,25,10,17,9,1,3,1,30,9,26,5,8,6,0,18,18,7,9,1,39,4,46,30
"1109",3,4,8,1,19,1,7,1,3,4,11,41,2,3,2,2,1,3,3,42,6,105,3,1,0
"1110",1,2,513,50,32,49,4,10,1,154,32,2,12,5,34,1,85,6,143,82,199,6,11,20,18
"1111",1,4,11,2,66,15,19,244,53,16,12,84,0,25,12,33,3,172,8,23,17,37,17,10,8
"1112",10,128,230,27,4,8,133,1,0,1,1,2,1,324,16,4,1,308,0,3,6,0,0,2,1
"1113",16,38,5,537,211,92,337,96,147,61,6,17,33,1,6,3,29,58,13,89,4,4,26,50,51
"1114",1,1,15,0,10,1,2,2,2,3,5,175,22,5,0,1,0,1,1,15,5,5,1,3,7
"1115",1,1,5,3,2,2,5,2,11,69,1,7,4,5,0,0,6,5,4,18,31,9,1,34,2
"1116",5,7,4,14,2,7,10,0,3,2,114,11,2,1,5,4,2,1,62,9,16,16,25,1,3
"1117",9,9,11,22,167,26,6,8,35,15,25,75,5,43,54,125,3,55,38,23,59,96,60,17,62
"1118",34,4,11,3,2,11,8,111,85,15,35,3,1,1,7,9,2,5,30,29,9,171,2,40,6
"1119",2,32,5,3,10,3,1,2,0,1,2,85,2,0,1,1,9,4,1,2,3,20,0,2,1
"1120",1,6,0,337,1,1,37,210,1,216,118,2,55,39,0,53,1,2,9,246,15,68,4,1,1
"1121",25,7,6,7,21,9,12,11,15,1,57,14,4,5,3,23,3,5,4,17,7,32,1,2,18
"1122",1,50,5,10,48,13,3,30,56,1,5,159,2,5,4,67,61,16,8,5,2,2,5,4,0
"1123",34,44,1,3,6,6,12,5,81,2,4,1,2,1,10,49,12,11,14,3,3,5,17,1,0
"1124",154,74,86,532,32,48,8,2,8,123,12,173,1,77,32,1,64,10,166,7,71,30,248,26,140
"1125",49,136,1,39,18,3,577,24,9,77,1,2,4,2037,58,28,46,2,9,80,186,264,358,16,25
"1126",8,13,1,12,10,6,3,28,20,88,43,56,1,14,1,39,6,31,4,14,32,9,10,31,4
"1127",72,2,2,59,14,67,8,37,3,29,133,21,15,1,1,2,1,193,14,1,2,5,28,34,13
"1128",1,6,4,1,2,6,1,17,12,67,3,8,3,17,1,10,6,16,6,9,11,26,6,14,12
"1129",306,18,11,270,152,28,4,238,17,21,22,38,1,9,23,5,94,1,6,11,230,32,44,1,1
"1130",4,2,7,86,21,80,19,7,7,1,10,39,7,12,33,4,31,30,36,127,6,43,46,92,8
"1131",1284,22,6,72,229,34,20,24,30,6,41,39,227,195,42,99,2,17,57,58,1,10,1,240,166
"1132",113,2,2,6,65,12,14,14,21,41,2,6,5,135,77,17,11,27,43,32,27,102,22,2,0
"1133",8,4,10,7,8,1,11,116,16,4,84,1,2,11,56,14,3,2,89,6,39,4,6,28,8
"1134",69,9,2,8,27,1,100,7,6,1766,1,11,75,26,17,4,1,4,26,39,30,2,108,0,6
"1135",4,3,17,0,18,46,24,3,10,8,5,200,6,32,1,2,297,5,4,6,11,3,26,0,174
"1136",1,4,2,31,77,5,13,15,114,49,52,18,3,72,1,21,2,1,62,232,19,88,12,2,30
"1137",9,4,84,2,342,91,23,98,567,52,21,28,13,42,244,19,5,76,7,270,30,101,38,20,97
"1138",35,74,2,8,125,29,7,61,2,35,2,314,36,1,9,6,23,9,46,8,27,28,5,53,21
"1139",17,45,56,65,37,171,284,90,13,180,121,33,28,44,27,8,56,1,157,138,51,145,88,112,22
"1140",21,131,13,4,10,7,2,27,3,11,72,5,7,41,0,3,58,1,1,42,53,4,16,2,160
"1141",0,5,9,1,27,165,1,27,16,10,1,7,109,58,1,8,6,12,66,7,92,4,26,22,2
"1142",11,1,8,900,20,19,47,2,5,16,27,131,204,3,190,12,14,141,9,6,7,68,11,31,34
"1143",37,17,16,7,25,46,1,11,3,44,6,1,3,3,73,4,68,4,6,11,9,3,57,30,185
"1144",39,42,17,79,58,1,14,14,36,108,18,5,4,10,209,7,37,2,1,64,69,2,4,235,14
"1145",227,15,6,15,11,19,45,71,31,26,57,43,17,4,0,22,6,7,768,2,282,7,403,45,38
"1146",13,2,11,0,23,6,2,5,26,1,4,8,5,6,2,2,0,10,1,5,22,8,63,0,0
"1147",64,57,5,22,2,4,20,126,3,12,2,10,1,82,1,7,1,20,1,2,23,94,57,1,14
"1148",17,34,5,1,52,223,23,171,19,2,368,39,5,292,226,30,92,140,16,250,183,116,4,34,35
"1149",5,15,24,6,1,34,105,0,13,14,4,15,33,32,1,12,26,8,1,0,3,23,4,41,4
"1150",2,3,1,6,4,1,1,2,1,3,3,5,105,8,2,3,1,4,1,4,2,1,2,2,1
"1151",23,24,46,56,25,57,263,15,1,23,33,142,62,48,21,75,56,13,132,177,160,3,3,34,7
"1152",252,102,142,107,69,35,26,21,18,31,36,20,60,11,40,76,101,3,20,5,90,1,22,57,9
"1153",2,0,3,0,3,4,12,37,2,2,1,2,2,3,1,4,14,22,5,1,17,10,0,9,0
"1154",29,7,5,736,1,8,37,3,79,57,91,4,9,34,1,13,20,79,211,10,18,75,231,8,12
"1155",26,10,2,32,1,25,1,22,23,13,16,16,7,38,1,15,32,84,8,12,17,31,9,25,22
"1156",208,19,26,13,9,14,43,8,140,7,2,110,19,0,4,203,26,0,5,1,3,46,12,2,17
"1157",1,2,2,0,1,0,3,6,1,2,13,8,1,24,1,1,2,0,1,2,3,1,1,3,1
"1158",2,170,13,55,0,122,34,25,150,7,222,304,31,2,336,60,192,36,107,83,4,75,51,27,2
"1159",5,20,21,9,10,7,261,3,28,1,9,22,87,28,8,3,3,12,6,3,15,13,3,19,8
"1160",11,0,26,56,37,2,167,3,112,6,29,211,110,7,3,8,8,286,2,23,5,51,143,14,41
"1161",22,3,1113,198,1,304,9,8,15,53,23,36,22,38,6,139,143,6,24,3,8,17,58,52,9
"1162",4,200,2,128,25,5,3,2,23,7,22,197,4,10,2,19,15,11,50,15,79,89,123,2,25
"1163",0,5,110,10,9,1,17,79,1,7,7,24,4,5,0,1,33,27,19,197,58,15,7,1,2
"1164",33,7,28,22,5,39,60,52,17,15,3,8,24,14,1,65,4,10,4,1,38,7,5,29,52
"1165",86,89,18,33,275,173,25,143,41,3,89,62,231,152,147,206,223,277,23,70,56,94,184,63,201
"1166",1,6,42,1,2,7,3,2,5,2,10,2,21,5,4,0,7,17,1,4,0,1,6,5,46
"1167",1,0,3,3,1,7,5,2,1,76,2,8,2,1,10,1,13,34,6,5,23,1,0,1,1
"1168",6,1,0,0,11,1,1,1,1,1,1,1,1,1,2,11,8,1,3,1,1,0,1,6,1
"1169",38,42,9,20,23,474,8,6,17,20,101,5,71,69,1,23,2,54,2,24,0,24,16,16,39
"1170",0,8,3,0,1,3,2,1,2,12,2,2,3,1,0,1,0,2,2,3,6,7,2,0,27
"1171",3,153,69,159,26,51,9,6,73,2,6,2,12,1,14,2,4,79,68,112,9,59,10,5,1
"1172",46,21,5,2,6,37,2,4,6,6,15,15,226,11,17,140,18,24,16,23,3,2,31,24,7
"1173",54,28,30,87,105,22,27,74,5,2,73,133,31,2,55,54,20,116,46,63,40,22,25,145,19
"1174",87,35,0,25,45,1,62,22,17,60,48,34,13,23,32,9,7,169,42,4,7,213,83,99,29
"1175",3,15,4,16,108,31,4,46,16,1,262,23,17,4,5,1,32,2,52,0,112,6,5,5,419
"1176",16,11,49,6,85,49,108,18,3,2,13,5,8,5,47,12,25,4,5,3,7,26,43,10,2
"1177",123,128,49,38,61,26,5,64,1,58,294,26,74,22,165,92,98,42,72,103,92,300,38,46,14
"1178",6,308,292,28,19,9,65,29,2,22,84,262,45,5,11,717,243,6,24,5,79,159,16,20,33
"1179",1,27,16,0,24,2,4,1,32,26,91,5,10,36,3,2,9,2,0,1,19,8,4,28,18
"1180",5,53,6,25,19,6,27,183,71,11,6,11,5,13,26,100,34,58,1,17,2,1,1,3,5
"1181",10,9,19,6,1,1,11,11,15,3,4,2,7,5,5,8,0,24,6,6,3,8,12,3,96
"1182",9,1,2,16,108,31,2,65,93,163,254,21,106,41,103,38,77,5,19,4,0,52,130,1,5
"1183",57,4,2,47,4,5,99,15,38,8,18,3,4,217,18,18,18,7,98,11,8,11,18,272,11
"1184",1,33,9,7,29,1,63,3,34,26,1,11,15,2,1,22,62,27,8,122,2,20,0,8,71
"1185",5,28,18,2,3,15,5,30,64,2,15,8,2,12,11,19,1,6,34,3,4,6,8,5,16
"1186",34,16,1,12,8,17,10,2,2,2,4,0,6,15,25,11,1,11,33,19,59,3,15,3,25
"1187",64,25,2,46,74,1,16,39,107,123,70,63,52,19,38,50,84,4,1,0,3,9,3,4,161
"1188",1,57,14,36,19,66,3,5,2,1,2,32,14,16,197,6,3,44,190,71,59,56,37,5,21
"1189",23,9,3,22,24,150,7,10,166,27,17,42,1,44,18,153,22,8,100,61,192,34,20,31,31
"1190",4,36,157,2,7,3,4,10,1,62,1,22,2,2,2,7,5,174,1,9,3,3,75,5,9
"1191",1,10,6,2,2,1,2,1,2,3,1,1,1,2,2,1,0,1,3,1,1,3,11,9,2
"1192",37,86,5,31,90,10,27,3,35,22,27,2,10,8,37,20,13,11,5,29,18,25,12,32,91
"1193",40,21,21,15,1,31,21,30,10,14,34,12,11,9,10,22,31,33,25,5,2,9,3,6,18
"1194",4,56,28,42,0,113,33,66,26,100,6,246,2,7,16,47,13,44,78,10,41,34,16,4,9
"1195",14,14,43,11,37,7,0,36,8,9,10,12,33,10,9,2,8,22,35,3,13,42,9,20,1
"1196",3,0,13,1,8,7,1,14,6,0,2,32,3,13,7,1,6,1,4,32,20,2,1,1,3
"1197",4,14,23,4,3,6,2,16,42,40,6,1,53,11,43,8,24,13,14,5,6,32,12,1,17
"1198",7,90,7,2,43,3,0,1,1,3,45,23,15,1,7,3,13,228,41,23,1,28,245,12,10
"1199",0,17,7,18,30,7,5,15,8,33,50,5,23,55,3,11,10,10,10,215,8,52,1,5,43
"1200",4,2,10,0,1,4,4,1,2,14,0,2,8,1,1,80,19,4,2,14,3,3,4,4,4
"1201",17,2,4,7,0,80,15,33,31,5,34,100,17,60,8,46,3,46,21,12,160,8,3,4,13
"1202",11,136,4,1,7,3,12,1,4,4,1,1,0,1,8,4,1,48,26,85,2,0,3,13,6
"1203",4,1,506,2,33,2,181,0,0,36,10,11,11,3,22,1,3,0,423,7,291,14,7,352,24
"1204",29,5,38,19,27,6,22,14,9,17,20,32,9,13,3,21,16,5,8,2,20,10,11,6,6
"1205",2,76,0,24,25,156,0,546,1,21,2,9,2,11,16,14,317,5,32,95,1,196,49,1,28
"1206",10,42,1,1,29,2,0,5,4,9,12,18,25,0,2,1,11,87,4,155,12,20,46,10,5
"1207",1,37,35,1,2,2,2,3,5,2,0,56,4,5,5,13,3,1,4,8,53,1,1,12,32
"1208",11,13,43,94,35,8,43,0,24,1,16,39,20,46,44,29,9,3,35,7,2,6,13,47,26
"1209",177,184,107,74,114,22,134,79,156,10,76,99,176,149,312,40,25,70,34,390,78,59,69,91,46
"1210",4,5,3,4,8,2,0,31,2,3,4,3,2,5,4,25,1,3,4,16,2,4,10,13,2
"1211",19,1,3,0,4,15,4,3,3,2,1,21,9,6,9,7,1,6,22,7,4,7,2,17,9
"1212",62,19,5,7,48,6,0,53,6,21,18,1,6,15,14,6,36,11,12,2,3,2,22,6,3
"1213",62,9,23,14,38,57,14,165,385,39,19,17,3,14,19,147,9,31,32,3,4,20,18,20,3
"1214",42,69,4,2,131,6,24,4,12,3,20,11,6,5,6,31,11,20,72,9,16,11,1,12,9
"1215",54,145,17,3,1,21,1,13,79,8,6,1,84,41,11,4,12,21,9,71,5,4,10,35,20
"1216",6,0,1,2,1,3,2,19,3,2,1,1,1,8,1,61,4,15,12,1,1,10,1,5,16
"1217",1,10,3,33,13,9,8,7,46,9,8,71,39,71,42,52,33,19,21,1,132,36,35,37,37
"1218",37,13,2,85,32,7,69,36,170,1,42,7,3,22,5,50,40,160,14,15,7,1,1,53,2
"1219",27,5,63,4,10,2,3,3,20,10,14,6,29,5,17,12,459,0,1,3,9,32,19,62,1
"1220",2,25,5,4,4,6,4,5,10,3,20,5,9,2,12,4,7,7,4,4,1,5,36,1,4
"1221",5,3,8,27,14,5,2,11,5,11,2,74,29,291,27,16,12,31,10,13,13,3,46,77,20
"1222",28,23,33,80,24,14,106,101,52,32,19,75,82,106,10,85,13,23,45,230,111,47,9,11,37
"1223",21,2,1,2,47,2,1,6,3,7,100,1,6,4,6,4,6,6,36,1,7,3,2,7,6
"1224",28,111,11,57,140,61,17,23,26,0,219,155,15,4,12,33,1,16,87,116,58,0,239,0,81
"1225",16,23,12,5,3,3,71,1,84,9,4,51,576,86,15,23,11,37,11,6,34,18,5,1,13
"1226",13,5,17,1,75,33,9,48,16,4,70,9,71,82,2,29,2,26,98,2,1,75,23,13,52
"1227",8,4,35,2,7,1,2,7,2,24,4,1,2,13,2,64,10,2,1,25,4,22,3,1,3
"1228",15,41,14,109,3,8,44,195,85,4,62,94,4,66,56,16,2,16,266,3,282,11,13,20,12
"1229",27,22,7,6,60,12,2,194,1,6,42,92,5,44,3,112,293,22,133,58,130,1,4,29,81
"1230",1,38,8,4,4,6,8,22,1,1,11,9,14,8,4,61,39,1,20,2,19,51,40,3,84
"1231",11,3,9,135,7,10,3,8,3,1,8,23,8,6,1,1,1,54,2,10,64,6,9,1,1
"1232",47,119,21,6,27,62,12,35,63,391,29,3,30,15,35,2,88,46,20,7,136,8,5,5,5
"1233",5,6,5,42,108,4,21,22,2,11,35,2,10,145,64,21,338,14,11,47,1,6,8,7,253
"1234",1,2,1,27,12,1,0,1,2,1,3,1,11,2,2,3,2,403,1,5,0,3,0,4,30
"1235",4,11,69,201,1,5,186,35,3,221,21,3,25,28,73,159,21,2,22,3,45,268,10,3,2
"1236",23,39,55,2,119,11,90,6,33,45,1,5,3,24,192,55,136,193,122,12,2,71,59,23,99
"1237",1,0,1,1,0,0,1,0,3,1,1,2,1,1,1,1,2,1,0,1,1,0,2,1,1
"1238",2,5,19,15,2,2,3,1,9,1,2,12,11,18,12,2,7,0,13,2,2,52,108,33,2
"1239",27,28,18,12,19,2,11,24,271,174,7,35,17,16,5,374,6,24,8,72,7,21,13,35,121
"1240",133,1,3,1,21,2,2,8,1,33,1,2,3,49,4,56,90,32,419,14,62,44,17,14,6
"1241",3,53,5,15,116,24,1,80,23,78,1,3,34,36,2,21,50,30,31,163,6,9,1,67,60
"1242",38,37,58,28,70,7,26,2,35,25,37,1,40,1,36,5,24,71,10,4,2,3,83,85,0
"1243",16,10,6,1,13,1,5,12,1,17,0,7,1,3,1,42,2,2,19,12,6,14,1,1,56
"1244",52,170,178,36,10,35,31,171,37,132,111,30,11,28,24,214,21,97,92,24,8,569,83,57,5
"1245",3,3,13,2,8,16,9,3,6,20,3,19,1,9,5,19,20,40,2,3,16,2,5,7,4
"1246",29,2,0,0,1,30,47,1,62,196,309,92,44,1,69,18,3,3,6,33,2,58,1,5,0
"1247",0,14,2,149,7,1,5,2,17,4,5,1,1,3,2,5,1,1,1,6,10,2,5,0,22
"1248",4,20,131,22,6,3,7,4,8,55,16,1,10,66,5,10,21,13,1,7,108,47,0,11,3
"1249",85,80,179,217,30,15,207,45,7,114,167,30,335,131,65,14,162,48,143,9,13,52,224,0,171
"1250",49,13,10,167,114,95,2,127,18,251,23,8,61,11,12,120,7,49,34,241,2,206,1,3,5
"1251",62,17,41,46,1,9,10,16,6,17,10,20,21,36,2,1,9,5,48,26,106,24,8,153,9
"1252",16,49,17,80,18,25,182,235,189,59,147,74,52,9,312,64,13,57,53,16,5,70,21,50,29
"1253",338,27,70,16,13,21,14,209,23,313,46,71,2,118,30,63,30,5,163,1,29,8,245,8,2
"1254",23,2,3,0,13,51,202,26,50,1,10,30,2,47,8,102,21,21,337,4,10,4,44,22,14
"1255",0,7,70,1,0,1,1,0,2,8,8,22,33,22,7,6,7,7,7,4,3,3,1,2,11
"1256",15,196,135,183,6,228,11,296,264,54,587,4,7,58,6,8,19,5,42,275,69,1,8,22,46
"1257",7,1,3,2,10,1,0,5,24,14,15,4,12,26,77,5,18,7,1,1,2,1,1,9,1
"1258",24,2,207,15,8,10,1,61,34,6,5,2,3,19,9,1,7,10,75,6,0,48,5,0,26
"1259",16,12,20,3,1,1,5,7,4,9,84,99,1,472,2,4,77,8,3,1,11,1,33,10,29
"1260",13,6,16,104,26,57,72,22,461,11,7,11,3,33,6,149,142,34,25,15,34,350,30,10,59
"1261",5,30,7,3,3,5,89,4,2,2,196,1,9,4,38,51,17,56,3,32,20,9,94,5,61
"1262",88,25,63,20,9,44,327,133,225,44,12,110,13,113,49,70,664,177,19,136,9,23,1,9,347
"1263",4,4,7,5,2,11,4,0,1,2,3,1,1,2,4,1,3,2,2,2,6,1,8,2,3
"1264",265,98,35,19,119,271,147,5,1,12,141,9,44,0,8,64,5,4,28,9,62,13,1,19,13
