,0,perf,type
764,97.40259740259741,spec,Synthpop
765,98.4,ppv,Synthpop
766,93.75,npv,Synthpop
767,0.9943234851515325,auc,Synthpop
768,0.975609756097561,acc,Original
769,99.23076923076923,sens,Original
770,94.66666666666667,spec,Original
771,96.99248120300751,ppv,Original
772,98.61111111111111,npv,Original
773,0.992433140150567,auc,Original
774,0.9560975609756097,acc,Synthpop
775,96.99248120300751,sens,Synthpop
776,93.05555555555556,spec,Synthpop
777,96.26865671641791,ppv,Synthpop
778,94.36619718309859,npv,Synthpop
779,0.999179716629381,auc,Synthpop
780,0.975609756097561,acc,Original
781,99.23076923076923,sens,Original
782,94.66666666666667,spec,Original
783,96.99248120300751,ppv,Original
784,98.61111111111111,npv,Original
785,0.9909505747347748,auc,Original
786,0.9609756097560975,acc,Synthpop
